,0
268,0.0
269,0.13636363636363635
270,0.0
271,-0.5
272,0.4583333333333333
273,-0.4
274,0.6
275,0.0
276,1.0
277,0.0
278,0.0
279,-0.08333333333333333
280,0.0
281,0.0
282,0.08333333333333333
283,0.05000000000000002
284,0.0
285,0.13636363636363635
286,0.3333333333333333
287,0.0
288,0.0
289,0.0
290,-0.125
291,0.0
292,0.0
293,-0.17499999999999996
294,-0.75
295,0.0
296,-0.06666666666666667
297,-0.1
298,-0.1
299,0.6
300,0.3125
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,-0.4
308,0.0
309,0.5
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.4041666666666666
316,0.0
317,0.45
318,0.09523809523809523
319,0.0
320,0.0
321,0.625
322,-0.25625
323,-0.4
324,0.5
325,0.09999999999999998
326,0.0
327,0.0
328,0.0
329,0.13636363636363635
330,0.0
331,1.0
332,-0.1027777777777778
333,0.0
334,0.0
335,-0.6
336,0.5
337,0.0
338,0.0
339,0.0
340,0.8
341,0.0
342,0.0
343,0.016666666666666635
344,0.0
345,0.0
346,0.0
347,0.3666666666666667
348,0.0
349,0.2
350,0.625
351,0.0
352,0.0
353,0.35
354,0.0
355,0.7
356,0.6
357,0.0
358,0.0
359,0.0
360,0.0
361,-0.2
362,-0.2
363,0.0
364,0.0
365,0.0
366,0.625
367,0.15916666666666668
368,0.0
369,0.0
370,0.34375
371,0.0
372,0.0
373,-0.5
374,0.0
375,0.0
376,0.0
377,0.1
378,0.0
379,-0.5
380,0.5
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.5
387,0.75
388,0.2
389,0.85
390,0.0
391,0.525
392,0.0
393,0.0
394,0.5
395,0.25
396,0.0
397,0.0
398,-0.1
399,0.2
400,0.05
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.25
407,0.0
408,0.0
409,-0.1
410,0.0
411,0.25
412,0.2
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.2
419,0.0
420,-0.2
421,0.08893939393939393
422,0.8
423,0.0
424,-0.15625
425,-0.012500000000000011
426,0.0
427,0.2
428,1.0
429,0.35714285714285715
430,0.0
431,-0.2
432,0.2
433,-0.25
434,0.0
435,0.30833333333333335
436,-0.375
437,0.0
438,0.0
439,-0.30000000000000004
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.225
450,0.325
451,0.0
452,0.0
453,0.5
454,0.9
455,-0.09999999999999992
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,-0.04999999999999999
462,1.0
463,0.0
464,0.0
465,0.0
466,0.375
467,0.0
468,0.0
469,0.0
470,0.0
471,-0.78125
472,0.0
473,0.0
474,0.13636363636363635
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,-0.5
481,0.0
482,1.0
483,0.13636363636363635
484,0.0
485,0.0
486,0.0
487,0.0
488,0.5
489,0.1
490,0.0
491,0.2857142857142857
492,-0.6
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,-0.6
500,0.0
501,-0.07142857142857142
502,0.0
503,0.0
504,0.0
505,-0.4
506,0.0
507,0.4000000000000001
508,-0.4
509,0.0
510,0.0
511,0.0
512,-0.1392857142857143
513,-0.15
514,0.0
515,0.0
516,0.5681818181818181
517,0.0
518,0.4166666666666667
519,0.13636363636363635
520,0.7
521,0.6
522,-0.1
523,0.3571428571428571
524,0.6
525,0.0
526,0.5
527,0.0
528,0.0
529,-0.1
530,0.0
531,0.125
532,0.5
533,0.0
534,0.0
535,0.0
536,0.13636363636363635
537,0.13636363636363635
538,1.0
539,0.25
540,0.0
541,0.0
542,0.0
543,0.0
544,1.0
545,1.0
546,0.13636363636363635
547,0.8
548,0.0
549,0.06818181818181818
550,0.45
551,-0.041666666666666664
552,0.0
553,0.0
554,0.24015151515151514
555,0.0
556,0.0
557,1.0
558,0.0
559,0.25
560,0.05357142857142856
561,-0.6
562,0.0
563,-0.4
564,0.0
565,0.0
566,0.0
567,0.0
568,0.5681818181818181
569,0.0
570,0.4
571,0.07142857142857142
572,0.0
573,0.0
574,0.0
575,0.0
576,0.3333333333333333
577,0.0
578,0.0
579,0.04999999999999999
580,-0.8
581,0.5
582,0.7166666666666667
583,0.0
584,0.0
585,0.0
586,0.5
587,0.0
588,0.0
589,0.20000000000000004
590,0.0
591,0.05952380952380952
592,-0.3
593,0.0
594,-0.3875
595,0.0
596,0.0
597,0.0
598,0.3125
599,0.9765625
600,0.0
601,0.0
602,0.0
603,0.2333333333333333
604,0.0
605,-0.3
606,-0.16666666666666666
607,0.0
608,0.0
609,0.0
610,-0.3
611,0.0
612,0.125
613,0.0
614,0.0
615,0.0
616,0.13636363636363635
617,0.0
618,-0.0029761904761904934
619,0.7
620,0.0
621,0.10952380952380954
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.06818181818181818
629,1.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.39285714285714285
637,0.4681818181818182
638,0.0
639,0.49318181818181817
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.3181818181818182
646,0.0
647,0.0
648,0.13636363636363635
649,0.2
650,0.0
651,0.0
652,0.0
653,0.18333333333333335
654,0.0
655,0.16666666666666669
656,0.0
657,0.6000000000000001
658,0.8
659,0.0
660,-0.10416666666666669
661,0.4
662,0.0
663,-0.525
664,0.0
665,0.13636363636363635
666,0.0
667,0.0
668,-0.22083333333333333
669,0.0
670,0.1
671,0.0
672,0.0
673,0.5
674,0.0
675,0.0
676,1.0
677,0.4
678,0.25
679,-0.5
680,0.175
681,0.016666666666666663
682,0.0
683,0.0
684,0.225
685,0.2333333333333333
686,0.0
687,0.3
688,0.30952380952380953
689,0.8
690,-0.2
691,0.5
692,-0.05
693,-0.05
694,-0.16666666666666666
695,1.0
696,0.13636363636363635
697,0.0
698,0.0
699,0.7
700,0.18333333333333332
701,0.1
702,0.0
703,0.0
704,0.0
705,0.25
706,0.0
707,0.1
708,0.1736111111111111
709,0.0
710,0.0
711,-0.5
712,-0.4458333333333333
713,1.0
714,0.25
715,0.0
716,0.4
717,0.0
718,0.0
719,0.0
720,0.0
721,0.03148148148148147
722,0.0
723,0.425
724,0.0
725,0.0
726,0.0
727,0.5
728,-0.4
729,0.0
730,0.0
731,0.25
732,0.0
733,0.0
734,0.3333333333333333
735,-0.8
736,0.05
737,0.0
738,0.0
739,0.3
740,0.0
741,0.35
742,0.0
743,0.0
744,0.0
745,0.0
746,-0.07142857142857142
747,0.5
748,-0.55
749,0.0
750,0.2
751,0.0
752,0.02666666666666666
753,0.0
754,-0.2601851851851852
755,0.0
756,-0.07500000000000001
757,0.0
758,0.0
759,0.0
760,0.0
761,-0.1
762,-0.25
763,0.0
764,0.078125
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.25
771,0.05
772,-0.16666666666666666
773,0.0
774,0.0
775,0.19999999999999998
776,1.0
777,0.0
778,0.5
779,0.6
780,0.0
781,0.0
782,-0.22000000000000003
783,-0.2
784,0.0
785,0.0
786,0.0
787,0.4163636363636363
788,1.0
789,0.0
790,0.0
791,-0.7
792,0.35
793,0.0
794,0.8
795,0.75
796,-0.5
797,0.3
798,-0.24999999999999992
799,0.0
800,0.2
801,0.0
802,0.0
803,1.0
804,0.0
805,0.5
806,0.2
807,0.0
808,0.0
809,0.0
810,0.6
811,0.0
812,0.4
813,0.4121212121212121
814,-0.19375
815,0.0
816,0.275
817,0.6
818,0.0
819,0.0
820,0.4666666666666666
821,0.0
822,0.86328125
823,0.0
824,0.0
825,0.0
826,0.4875
827,0.8
828,0.0
829,0.0
830,0.2875
831,0.4
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.15
838,0.0
839,0.275
840,0.0
841,0.05
842,0.29545454545454547
843,0.0
844,0.0
845,0.3125
846,0.0
847,0.0
848,0.0
849,-0.06666666666666661
850,-0.5
851,0.0
852,0.0
853,0.3181818181818182
854,0.17045454545454544
855,0.0
856,0.2
857,0.0
858,0.35
859,0.0
860,0.24444444444444444
861,0.0625
862,-0.025
863,0.0
864,0.5
865,0.0
866,0.0
867,-0.16666666666666666
868,0.05
869,0.0
870,0.13636363636363635
871,0.0
872,0.13636363636363635
873,0.0
874,0.06666666666666667
875,0.8
876,0.2
877,0.0
878,0.0
879,0.0
880,0.0
881,0.1
882,-0.26666666666666666
883,0.5
884,0.7666666666666666
885,0.0
886,0.0
887,0.0
888,-0.05000000000000002
889,0.19999999999999998
890,0.25
891,0.1
892,0.1
893,0.0
894,0.0
895,0.0
896,0.2
897,0.1
898,-0.5
899,0.35
900,0.0
901,0.0
902,-0.3
903,0.09999999999999998
904,0.0
905,-0.1
906,0.0
907,0.0
908,0.0
909,0.25
910,0.0
911,0.9375
912,-0.6
913,0.5416666666666666
914,0.0
915,0.0
916,0.5
917,0.0
918,0.85
919,-0.17676767676767677
920,0.0
921,-0.2277777777777778
922,0.0
923,0.8
924,0.16
925,-0.15
926,0.5
927,0.5
928,0.0
929,0.0
930,0.0
931,0.8
932,0.0
933,0.0
934,-0.24999999999999997
935,0.5
936,0.0
937,0.0
938,-0.18333333333333335
939,0.0
940,0.0
941,0.0
942,0.032467532467532464
943,0.19999999999999998
944,0.0
945,0.08854166666666666
946,-0.7999999999999999
947,0.13636363636363635
948,0.5
949,0.0
950,0.0
951,1.0
952,0.13636363636363635
953,0.0
954,-0.175
955,0.0
956,0.0
957,0.7
958,0.0
959,0.0
960,0.0
961,0.8
962,1.0
963,0.0
964,0.1366666666666667
965,0.0
966,0.0
967,0.06818181818181818
968,0.2
969,0.0
970,1.0
971,0.0
972,0.1
973,-0.234375
974,0.6
975,-0.4
976,0.71875
977,0.13636363636363635
978,0.0
979,0.5333333333333333
980,0.2
981,0.1
982,0.0
983,0.0
984,0.24375000000000002
985,0.13999999999999999
986,0.25
987,-0.15
988,-0.12222222222222223
989,0.0
990,0.0
991,0.19999999999999998
992,0.0
993,-0.075
994,-0.6
995,0.4
996,-0.2916666666666667
997,0.5
998,-0.3125
999,0.13703703703703704
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.5
1009,0.0
1010,0.13636363636363635
1011,0.0
1012,0.0
1013,0.6000000000000001
1014,0.7
1015,0.0
1016,0.5
1017,0.0
1018,0.0
1019,-0.16666666666666666
1020,0.65
1021,0.5
1022,0.0
1023,0.13636363636363635
1024,0.0
1025,-0.2916666666666667
1026,0.0
1027,0.0
1028,0.7500000000000001
1029,0.0
1030,0.1
1031,-0.4
1032,0.4166666666666667
1033,0.0
1034,0.17500000000000004
1035,-0.1
1036,-0.11607142857142858
1037,-0.3333333333333333
1038,0.35
1039,0.0
1040,0.0
1041,-0.25
1042,0.16666666666666666
1043,0.06022727272727272
1044,0.45
1045,0.5
1046,0.0
1047,0.0
1048,-0.15625
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.5
1055,-0.1
1056,0.0
1057,0.0
1058,0.0
1059,-0.084375
1060,-0.6
1061,0.1
1062,0.8
1063,0.0
1064,-0.2875
1065,0.06666666666666667
1066,0.2
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.8
1076,0.0
1077,0.5
1078,0.0
1079,0.0
1080,0.390625
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,-0.16666666666666666
1088,-0.8
1089,0.0
1090,-0.1875
1091,0.24261363636363636
1092,-0.6
1093,-0.4166666666666667
1094,0.25
1095,0.75
1096,0.0
1097,0.65
1098,-0.09999999999999998
1099,-0.1875
1100,1.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,-0.325
1106,0.0
1107,0.0
1108,0.0
1109,0.2
1110,0.0
1111,0.5
1112,0.0
1113,-0.14583333333333331
1114,0.1
1115,0.0
1116,0.0
1117,0.5
1118,0.375
1119,0.625
1120,0.0
1121,0.0
1122,0.5
1123,0.0
1124,0.023484848484848487
1125,0.0
1126,0.6
1127,0.0
1128,0.3
1129,-0.2
1130,0.25
1131,0.0
1132,0.0
1133,0.3125
1134,-0.5
1135,0.2
1136,-0.6999999999999998
1137,0.0
1138,0.5
1139,0.0
1140,0.0
1141,0.25
1142,0.3
1143,0.0
1144,0.0
1145,0.0
1146,-0.3
1147,0.4375
1148,0.0
1149,0.26666666666666666
1150,0.5
1151,0.8
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,-0.625
1157,0.31666666666666665
1158,-0.2
1159,0.0
1160,0.0
1161,0.0
1162,0.8
1163,-0.18333333333333335
1164,0.8
1165,0.0
1166,0.13636363636363635
1167,0.1
1168,0.0
1169,0.0
1170,0.3125
1171,-0.23333333333333334
1172,0.5
1173,0.13636363636363635
1174,0.5
1175,-0.0625
1176,-0.6
1177,0.0
1178,0.1875
1179,0.45
1180,-0.3499999999999999
1181,0.0
1182,-0.19999999999999998
1183,0.4
1184,0.0
1185,-0.5
1186,0.06818181818181818
1187,0.8
1188,0.0
1189,0.0
1190,0.05
1191,0.3
1192,0.4
1193,0.5
1194,0.0
1195,0.5
1196,0.2
1197,-0.15000000000000002
1198,0.0
1199,0.0
1200,0.6
1201,0.0
1202,0.625
1203,0.0
1204,0.0
1205,-0.75
1206,0.5
1207,0.0
1208,0.0
1209,-0.15555555555555553
1210,0.25
1211,0.0
1212,0.0
1213,0.0
1214,-0.30000000000000004
1215,-0.625
1216,0.5
1217,0.0
1218,-0.2
1219,0.0
1220,0.25
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,-0.3
1226,0.055245535714285726
1227,0.0
1228,0.5
1229,0.0
1230,0.3125
1231,0.05
1232,-0.125
1233,-0.5
1234,0.2
1235,0.8
1236,0.0
1237,-0.5
1238,0.29583333333333334
1239,0.0
1240,0.0
1241,0.0
1242,-0.04999999999999996
1243,0.0
1244,0.0
1245,0.35
1246,0.3
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,-0.4
1252,0.0
1253,-0.6
1254,0.2
1255,0.0
1256,0.0
1257,0.0
1258,-0.2
1259,0.0
1260,-0.2
1261,0.0
1262,0.0
1263,0.5
1264,0.5
1265,1.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,-0.03571428571428571
1271,0.0
1272,0.0
1273,0.0
1274,0.75
1275,0.0
1276,-0.07777777777777779
1277,0.0
1278,0.0
1279,-0.8
1280,0.0
1281,0.5
1282,0.0
1283,0.0
1284,0.0
1285,0.0
1286,0.2
1287,0.625
1288,0.0
1289,0.625
1290,0.0
1291,0.9375000000000001
1292,0.13636363636363635
1293,0.0
1294,0.0
1295,0.375
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,-0.3333333333333333
1303,0.0
1304,0.0
1305,-0.29583333333333334
1306,0.0
1307,0.1125
1308,0.35
1309,0.0
1310,0.25
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.3
1316,0.3
1317,0.35
1318,0.0
1319,0.7
1320,0.04999999999999999
1321,0.4
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.35
1327,0.0
1328,0.0
1329,0.4
1330,0.5
1331,0.0
1332,0.2418181818181818
1333,0.0
1334,0.5
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.25
1342,0.0
1343,0.0
1344,0.0
1345,0.5
1346,0.0
1347,1.850371707708594e-17
1348,0.0
1349,0.8
1350,0.3333333333333333
1351,-0.14583333333333334
1352,0.4375
1353,0.0
1354,0.625
1355,0.0
1356,-0.5
1357,0.15
1358,0.0
1359,0.0
1360,0.5
1361,-0.15555555555555559
1362,0.03125
1363,0.0
1364,1.0
1365,0.10000000000000003
1366,-0.625
1367,-0.4
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.7
1373,0.0
1374,0.0
1375,0.1
1376,0.125
1377,0.7
1378,0.0
1379,-0.09375
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,-0.625
1387,0.0
1388,0.7
1389,0.31212121212121213
1390,1.0
1391,0.2
1392,0.0
1393,0.2013494318181818
1394,0.21428571428571427
1395,-0.2
1396,0.0
1397,0.16666666666666666
1398,0.0
1399,0.002777777777777768
1400,0.2
1401,0.0
1402,0.037500000000000006
1403,0.0062500000000000056
1404,0.2
1405,0.40625
1406,0.0
1407,0.0
1408,0.7
1409,0.0
1410,0.8
1411,0.0
1412,0.13636363636363635
1413,0.13636363636363635
1414,1.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.025000000000000022
1420,0.5
1421,0.17447916666666674
1422,0.0
1423,0.0
1424,-0.5875
1425,0.0
1426,0.025000000000000022
1427,0.0
1428,0.38749999999999996
1429,-0.05
1430,0.0
1431,-0.012499999999999992
1432,0.0
1433,0.08333333333333334
1434,0.3
1435,0.0
1436,0.18055555555555555
1437,0.25
1438,0.175
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.5
1444,0.0
1445,0.0
1446,0.15625
1447,0.0
1448,0.0
1449,0.7
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0625
1455,0.19999999999999998
1456,-0.3
1457,0.0
1458,0.0
1459,-0.15
1460,-0.55
1461,0.0
1462,0.0
1463,-1.0
1464,0.0
1465,0.0
1466,0.2
1467,0.0
1468,0.0
1469,0.7
1470,0.0
1471,0.0
1472,0.8
1473,0.1
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,-0.390625
1479,0.0
1480,0.15
1481,0.0
1482,0.0
1483,0.0
1484,-0.1875
1485,-0.75
1486,0.0
1487,0.4
1488,-0.2
1489,0.0
1490,0.0
1491,-0.35000000000000003
1492,0.4375
1493,-0.21851851851851853
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,0.5
1502,-0.2333333333333333
1503,0.1
1504,-0.6
1505,-0.2
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.24675324675324672
1513,0.0
1514,0.0
1515,0.0
1516,0.8
1517,-0.16666666666666666
1518,-0.2
1519,-0.25
1520,0.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.011666666666666667
1530,0.0
1531,0.4
1532,0.0
1533,0.6
1534,0.5
1535,-0.75
1536,0.7
1537,-0.1
1538,0.25
1539,0.0
1540,0.0
1541,0.00390625
1542,0.0
1543,0.5
1544,0.3
1545,0.4083333333333334
1546,0.5
1547,-0.30000000000000004
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.8
1555,0.0
1556,0.3
1557,0.0
1558,0.0
1559,1.0
1560,0.0
1561,0.0
1562,-0.375
1563,0.0
1564,0.0
1565,-0.8125
1566,-0.5
1567,0.525
1568,0.0
1569,0.0
1570,1.0
1571,0.18333333333333335
1572,0.0
1573,0.0
1574,0.0
1575,-0.08333333333333333
1576,0.0
1577,0.2857142857142857
1578,0.0
1579,0.0
1580,0.0
1581,0.65
1582,0.675
1583,0.16
1584,0.5
1585,0.0
1586,0.5
1587,-0.025
1588,-0.5833333333333334
1589,0.0
1590,0.0
1591,-0.4
1592,0.0
1593,0.8
1594,0.15
1595,0.0
1596,0.0
1597,-0.2
1598,-0.39999999999999997
1599,0.0
1600,0.0
1601,0.0
1602,-0.5625
1603,0.0
1604,0.0
1605,0.0
1606,0.3
1607,-0.91552734375
1608,0.0
1609,-0.2
1610,-0.19999999999999998
1611,-0.049999999999999996
1612,0.0
1613,0.03333333333333333
1614,0.2330357142857143
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.5
1621,0.0
1622,0.0
1623,-0.125
1624,0.0
1625,0.0
1626,0.23920454545454542
1627,0.0
1628,0.0
1629,0.875
1630,0.06818181818181818
1631,0.0
1632,-0.2318181818181818
1633,0.07777777777777778
1634,0.0
1635,-0.9765625
1636,-0.125
1637,0.0
1638,0.0
1639,0.2
1640,0.13636363636363635
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.4
1647,-0.1625
1648,0.15
1649,0.04999999999999999
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,-0.6
1657,0.0
1658,0.0
1659,0.12333333333333335
1660,0.3
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.33125
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,0.0
1676,0.13636363636363635
1677,0.09999999999999999
1678,0.3
1679,-0.625
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.17045454545454544
1685,0.0
1686,-0.05
1687,0.0
1688,0.0
1689,0.0
1690,1.0
1691,0.4
1692,0.25416666666666665
1693,0.0
1694,-0.16666666666666666
1695,0.4041666666666667
1696,0.23333333333333334
1697,0.2681818181818182
1698,0.0
1699,1.0
1700,0.4666666666666667
1701,-0.07765151515151517
1702,0.0
1703,0.35
1704,-0.03181818181818183
1705,-0.16666666666666666
1706,0.0
1707,0.625
1708,0.0
1709,0.0
1710,0.375
1711,-0.5
1712,0.0
1713,0.0
1714,0.0
1715,0.1
1716,0.3
1717,0.0
1718,0.5333333333333333
1719,0.0
1720,0.35
1721,0.8333333333333334
1722,0.7
1723,0.5
1724,0.24285714285714285
1725,0.0
1726,0.0
1727,0.0
1728,0.6
1729,0.0
1730,1.0
1731,0.0
1732,-0.5
1733,0.0
1734,0.48828125
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.5
1743,0.0
1744,1.0
1745,0.0
1746,0.0
1747,-0.25
1748,0.2857142857142857
1749,0.31666666666666665
1750,1.0
1751,0.6
1752,-0.5
1753,0.0
1754,0.5
1755,-0.6
1756,0.0
1757,0.11249999999999999
1758,0.7
1759,0.1
1760,0.0
1761,0.8
1762,0.0
1763,0.06666666666666665
1764,0.0
1765,0.0
1766,0.0
1767,0.5666666666666668
1768,-0.1125
1769,0.2785714285714286
1770,-0.075
1771,-0.6
1772,0.6000000000000001
1773,-0.03749999999999999
1774,0.0
1775,0.0
1776,-0.35714285714285715
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,-0.6
1782,0.0
1783,-0.15000000000000002
1784,0.0
1785,-0.05
1786,0.85
1787,0.0
1788,0.65
1789,0.0
1790,-0.1
1791,0.0
1792,0.6
1793,0.0
1794,0.13636363636363635
1795,-0.625
1796,0.0
1797,0.0
1798,-0.09285714285714286
1799,0.0
1800,0.0
1801,0.0
1802,0.3333333333333333
1803,0.08333333333333333
1804,0.9
1805,0.0
1806,-0.23333333333333328
1807,0.0
1808,0.16666666666666669
1809,0.13636363636363635
1810,0.0
1811,0.13636363636363635
1812,0.0
1813,0.0
1814,0.0
1815,0.2
1816,0.7
1817,0.1515151515151515
1818,0.0
1819,0.0
1820,0.8
1821,0.2
1822,0.1125
1823,0.0
1824,0.2
1825,-0.09192560369318181
1826,0.0
1827,0.0
1828,0.5
1829,0.05
1830,0.25
1831,-0.23333333333333336
1832,-0.012500000000000011
1833,-0.125
1834,0.0
1835,0.2857142857142857
1836,0.0
1837,0.0
1838,0.4089285714285714
1839,0.5
1840,0.0
1841,-0.375
1842,0.0
1843,0.04545454545454545
1844,0.0
1845,0.0
1846,-0.010101010101010102
1847,-0.1
1848,-0.2916666666666667
1849,0.06666666666666667
1850,0.046590909090909086
1851,0.375
1852,-0.1130952380952381
1853,-0.05
1854,0.175
1855,0.0
1856,0.0
1857,0.5
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,1.0
1865,0.0
1866,0.11249999999999999
1867,0.8125
1868,0.16666666666666666
1869,0.13636363636363635
1870,0.375
1871,0.0
1872,0.0
1873,0.525
1874,-0.30000000000000004
1875,-0.3
1876,0.03333333333333333
1877,0.55
1878,0.0
